Vendor_Customer_Name,GSTIN,Invoice_No,Invoice_Date,Ledger_Type,Invoice_Value,Taxable_Value,CGST_Amount,SGST_Amount,IGST_Amount,Total_Tax,Payment_Status,Payment_Date,TDS_Deducted,Account_Code,Remarks,Upload_Timestamp
Bir LLC,293O1BLOG0NQ1ZX,INV-00862,2024-11-05,Payable,317661.44,244889.24,0.0,0.0,68568.99,68568.99,Partial,2024-11-30,3134.58,ACC-4610,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Suri Group,29VK1PBCD6FX2ZI,INV-00863,2025-03-21,Payable,174017.36,147608.4,13284.75,13284.75,0.0,26569.51,Unpaid,2025-04-12,1741.78,ACC-8001,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Sant and Sons,19V74QR14VUY4ZV,INV-00864,2025-06-21,Receivable,89526.63,77261.0,0.0,0.0,13906.98,13906.98,Partial,2025-07-12,911.68,ACC-7726,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Konda-Bhattacharyya,24RMSWJJJKSL2ZH,INV-00865,2025-06-17,Receivable,123550.78,103720.62,0.0,0.0,18669.71,18669.71,Paid,2025-07-02,1223.9,ACC-9277,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Mandal, Sarna and Saxena",07SOJPX16F1K4ZV,INV-00866,2025-03-05,Receivable,431571.42,359184.31,0.0,0.0,64653.18,64653.18,Unpaid,2025-03-12,4238.37,ACC-8488,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Char, Natt and Dara",09UG05WH23GX2ZL,INV-00867,2025-01-04,Receivable,233963.99,201898.82,18170.9,18170.9,0.0,36341.79,Paid,2025-01-22,2382.41,ACC-8395,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Rajagopalan-Shere,19MJCENTOC3J2ZO,INV-00868,2025-06-09,Receivable,354022.82,295955.97,26636.03,26636.03,0.0,53272.07,Unpaid,2025-06-18,3492.28,ACC-7784,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Talwar-Toor,29J9WRDPLFE11ZB,INV-00869,2024-10-06,Payable,174571.25,145904.45,0.0,0.0,26262.8,26262.8,Partial,2024-11-04,1721.67,ACC-7352,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Dasgupta-Rattan,277YH6UAMWJP1ZH,INV-00870,2025-07-14,Receivable,364517.76,305794.03,27521.47,27521.47,0.0,55042.93,Partial,2025-08-13,3608.37,ACC-2100,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Anand, Rajan and Kunda",29FTLH33HW8D4ZT,INV-00871,2025-01-17,Receivable,424754.62,406679.66,0.0,0.0,20333.98,20333.98,Partial,2025-01-20,4270.14,ACC-9510,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Devi and Sons,294HQFGHDILU4ZM,INV-00872,2025-04-17,Payable,119675.85,114560.03,0.0,0.0,5728.0,5728.0,Paid,2025-04-22,1202.88,ACC-8418,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Kalla Ltd,09ZP0NWNTJ5R4ZK,INV-00873,2025-02-12,Payable,25767.56,20150.75,2821.11,2821.11,0.0,5642.21,Partial,2025-03-11,257.93,ACC-2802,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Bir, Chana and Ganesh",19HFC4YGOHMJ4ZJ,INV-00874,2024-12-28,Receivable,245882.85,195927.59,0.0,0.0,54859.73,54859.73,Unpaid,2024-12-30,2507.87,ACC-8445,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Dugar and Sons,247IZQ2NMNR02ZC,INV-00875,2025-04-12,Receivable,152008.72,134913.61,8094.81,8094.81,0.0,16189.63,Paid,2025-04-22,1511.03,ACC-4869,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Edwin PLC,076JFHVSTHBN1ZY,INV-00876,2024-12-27,Receivable,60245.77,54086.53,0.0,0.0,6490.38,6490.38,Paid,2025-01-07,605.77,ACC-1598,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Nair PLC,19ZBC7QK4K6I2ZF,INV-00877,2025-05-25,Payable,44369.5,42721.66,0.0,0.0,2136.08,2136.08,Unpaid,2025-06-03,448.58,ACC-7960,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Sharma and Sons,19X287GT76I31ZT,INV-00878,2025-08-31,Payable,50325.72,47753.26,1193.83,1193.83,0.0,2387.66,Paid,2025-09-01,501.41,ACC-7493,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Gill, Gupta and Sur",29T2TNGTG2LG2ZQ,INV-00879,2024-09-11,Receivable,268037.89,255447.41,6386.19,6386.19,0.0,12772.37,Partial,2024-09-18,2682.2,ACC-1364,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Madan LLC,29GQ4IVN2QQZ4ZH,INV-00880,2024-11-22,Receivable,344165.09,323666.7,0.0,0.0,16183.34,16183.34,Partial,2024-12-18,3398.5,ACC-2970,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Gara Inc,09EKTR1T05QX4ZL,INV-00881,2025-07-08,Payable,375710.25,292961.22,41014.57,41014.57,0.0,82029.14,Paid,2025-08-01,3749.9,ACC-4004,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Warrior, Kakar and Dixit",197G4EBC94E62ZM,INV-00882,2025-02-01,Receivable,227105.74,193075.47,17376.79,17376.79,0.0,34753.58,Partial,2025-02-22,2278.29,ACC-5607,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Chaudhuri, Parekh and Suresh",291H11QV1F2O1ZA,INV-00883,2024-12-26,Payable,540199.16,452795.2,40751.57,40751.57,0.0,81503.14,Partial,2025-01-10,5342.98,ACC-9324,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Varkey, Srinivas and Lalla",09QQ5QOB867K1ZL,INV-00884,2025-04-27,Receivable,586600.73,455602.1,0.0,0.0,127568.59,127568.59,Unpaid,2025-05-04,5831.71,ACC-9231,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Parmer and Sons,19K3TB94CLLS1ZD,INV-00885,2024-11-14,Payable,446773.42,374725.48,0.0,0.0,67450.59,67450.59,Unpaid,2024-11-30,4421.76,ACC-4362,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Ghose, Pal and Talwar",27SWNQMWMLN24ZD,INV-00886,2025-04-13,Payable,489945.97,381661.32,0.0,0.0,106865.17,106865.17,Unpaid,2025-05-05,4885.26,ACC-3771,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Reddy-Patla,2420UC87NXP02ZE,INV-00887,2024-11-12,Receivable,432818.58,383433.29,0.0,0.0,46011.99,46011.99,Unpaid,2024-11-13,4294.45,ACC-6159,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Brar, Mani and Pandey",19NOBK8HUP3F4ZS,INV-00888,2025-01-09,Receivable,561376.72,495308.88,0.0,0.0,59437.07,59437.07,Paid,2025-02-06,5547.46,ACC-5959,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Mishra Ltd,27FB02H6FYEY2ZT,INV-00889,2025-09-08,Payable,628897.2,489934.49,68590.83,68590.83,0.0,137181.66,Paid,2025-10-01,6271.16,ACC-8461,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Memon, Kashyap and Divan",19U63LXSY4VY4ZY,INV-00890,2025-01-04,Receivable,124639.57,120837.46,3020.93,3020.93,0.0,6041.87,Partial,2025-01-29,1268.79,ACC-2273,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Tak LLC,09J7K99BV2J34ZH,INV-00891,2024-12-22,Receivable,495444.97,441565.62,26493.94,26493.94,0.0,52987.87,Partial,2025-01-15,4945.53,ACC-8254,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Merchant PLC,297ZSOOUKIW84ZC,INV-00892,2025-02-08,Receivable,477830.55,463801.01,11595.02,11595.02,0.0,23190.05,Paid,2025-02-14,4869.91,ACC-2002,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Sinha Group,093FRB7EI5R84ZG,INV-00893,2025-03-27,Receivable,249838.37,220751.76,13245.1,13245.1,0.0,26490.21,Paid,2025-04-15,2472.42,ACC-1242,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Halder-Jhaveri,29VFFLNCC2AT2ZC,INV-00894,2025-08-24,Payable,343530.6,327505.18,0.0,0.0,16375.26,16375.26,Partial,2025-09-20,3438.8,ACC-2312,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Nayar, Sethi and Soni",09GE9NY3MUB62ZD,INV-00895,2024-09-20,Payable,526722.21,498194.61,0.0,0.0,24909.73,24909.73,Unpaid,2024-09-24,5231.04,ACC-3521,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Seshadri Group,19A7263RJK4C4ZJ,INV-00896,2024-11-10,Receivable,49189.23,41821.83,0.0,0.0,7527.93,7527.93,Paid,2024-12-05,493.5,ACC-4823,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Dara PLC,241SRIKOMFRQ4ZJ,INV-00897,2025-01-29,Receivable,422054.01,330209.81,46229.38,46229.38,0.0,92458.75,Partial,2025-02-28,4226.69,ACC-1099,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Ramachandran-Menon,2924XHQZBC5F2ZE,INV-00898,2024-11-16,Receivable,430288.03,364157.17,32774.14,32774.14,0.0,65548.29,Partial,2024-11-25,4297.05,ACC-3811,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Andra-Dugar,24LIRO7YY0KZ2ZU,INV-00899,2024-09-18,Receivable,240317.58,188462.57,0.0,0.0,52769.52,52769.52,Paid,2024-09-19,2412.32,ACC-4379,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Nagarajan Inc,07CB4JGRXOZL1ZK,INV-00900,2025-09-17,Payable,624510.19,483681.59,67715.43,67715.43,0.0,135430.85,Paid,2025-10-09,6191.12,ACC-4889,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Jain PLC,195G5FJD5MBF4ZT,INV-00901,2025-05-12,Receivable,546255.77,478960.68,0.0,0.0,57475.28,57475.28,Partial,2025-06-02,5364.36,ACC-1315,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Peri-Joshi,09BAMMWMD18H1ZK,INV-00902,2025-08-15,Receivable,386561.68,332746.16,29947.15,29947.15,0.0,59894.31,Partial,2025-09-04,3926.4,ACC-7857,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Kurian-Sood,199WWP82QZTT2ZB,INV-00903,2025-01-24,Receivable,220964.11,172976.65,0.0,0.0,48433.46,48433.46,Partial,2025-01-30,2214.1,ACC-2040,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Swaminathan-Hari,093PQ5U74IJ61ZH,INV-00904,2025-08-09,Receivable,537213.72,453146.41,40783.18,40783.18,0.0,81566.35,Paid,2025-08-10,5347.13,ACC-7027,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Naidu Group,07AIH3IABC2T4ZN,INV-00905,2024-09-09,Payable,298995.99,255858.4,0.0,0.0,46054.51,46054.51,Unpaid,2024-09-17,3019.13,ACC-9398,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Chakraborty, Ghose and Mistry",099HXKEI9ULT1ZA,INV-00906,2025-08-17,Receivable,262660.5,220455.24,0.0,0.0,39681.94,39681.94,Partial,2025-09-12,2601.37,ACC-5019,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Parsa-Bassi,09AE0JXYO6HF1ZY,INV-00907,2025-01-26,Payable,171850.25,161651.29,0.0,0.0,8082.56,8082.56,Partial,2025-02-17,1697.34,ACC-2234,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Virk Inc,2954AI2278EQ1ZQ,INV-00908,2025-09-28,Payable,535900.2,419243.74,0.0,0.0,117388.25,117388.25,Unpaid,2025-10-14,5366.32,ACC-9224,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Khatri, Prabhu and Shenoy",09YKC2MNG8064ZZ,INV-00909,2025-09-28,Payable,55756.82,52347.86,0.0,0.0,2617.39,2617.39,Unpaid,2025-10-19,549.65,ACC-7175,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Chaudhari-Majumdar,29MSYG91MMO11ZZ,INV-00910,2025-05-21,Receivable,508487.2,390172.46,0.0,0.0,109248.29,109248.29,Partial,2025-05-29,4994.21,ACC-2866,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Karpe and Sons,29GW10C9IX6R2ZM,INV-00911,2025-02-12,Payable,361545.01,324838.42,0.0,0.0,38980.61,38980.61,Paid,2025-02-25,3638.19,ACC-5138,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Bobal-Bhavsar,27QAM97XO4851ZE,INV-00912,2024-10-20,Payable,321288.09,301377.76,0.0,0.0,15068.89,15068.89,Partial,2024-11-06,3164.47,ACC-2526,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Kari-Soman,09R90MWB4LL32ZB,INV-00913,2024-10-25,Payable,43252.06,36907.37,0.0,0.0,6643.33,6643.33,Unpaid,2024-11-19,435.51,ACC-1759,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Sarna-Sahota,24JNFMOCTCLK1ZA,INV-00914,2025-01-24,Payable,176366.73,170599.38,0.0,0.0,8529.97,8529.97,Partial,2025-01-29,1791.29,ACC-7754,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Bahri LLC,19V4NDJM5GH21ZB,INV-00915,2025-01-20,Payable,171654.34,162629.38,4065.74,4065.74,0.0,8131.47,Unpaid,2025-02-18,1707.61,ACC-1785,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Patla, Chandra and Sampath",19XDO7L5DL0E1ZS,INV-00916,2024-09-03,Payable,78856.77,62346.06,0.0,0.0,17456.9,17456.9,Partial,2024-09-24,798.03,ACC-2074,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Mander-Zacharia,093ODF76IMG74ZD,INV-00917,2025-07-20,Receivable,521286.63,408001.63,0.0,0.0,114240.46,114240.46,Paid,2025-08-06,5222.42,ACC-3713,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Dua, Garg and Kata",24ZG85S9ASJ21ZP,INV-00918,2025-06-08,Receivable,162670.42,126576.73,0.0,0.0,35441.48,35441.48,Partial,2025-06-14,1620.18,ACC-5849,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Hora-De,19YGTMOV6KI41ZW,INV-00919,2025-04-04,Receivable,175035.86,134949.65,0.0,0.0,37785.9,37785.9,Paid,2025-04-26,1727.36,ACC-1315,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Hans, Sarma and Lala",27OGJEGXEYEB1ZX,INV-00920,2024-09-24,Receivable,470642.81,368313.72,0.0,0.0,103127.84,103127.84,Partial,2024-09-30,4714.42,ACC-8650,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Varty, Mammen and Nigam",29JEAHDZOMQF4ZZ,INV-00921,2024-11-03,Payable,516842.03,435712.56,39214.13,39214.13,0.0,78428.26,Paid,2024-11-17,5141.41,ACC-9844,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Pradhan, Chander and Pillai",09XYPHWHM54X2ZP,INV-00922,2025-01-19,Payable,259462.49,224350.9,0.0,0.0,40383.16,40383.16,Partial,2025-02-08,2647.34,ACC-7305,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Nigam and Sons,09QC6CQKO5FK2ZY,INV-00923,2024-09-08,Payable,257621.74,241884.64,6047.11,6047.11,0.0,12094.23,Unpaid,2024-09-21,2539.79,ACC-7421,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Sekhon, Narula and Patla",07KIH548JRPE1ZU,INV-00924,2025-05-07,Payable,218990.6,198445.01,0.0,0.0,23813.4,23813.4,Partial,2025-05-12,2222.58,ACC-1274,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Yohannan-Parmer,07ZSYJX20AU51ZJ,INV-00925,2025-01-08,Payable,450832.99,406757.98,24405.48,24405.48,0.0,48810.96,Unpaid,2025-01-10,4555.69,ACC-3870,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Khare Group,19A8LYTUAGDL2ZI,INV-00926,2025-08-23,Receivable,461712.1,404250.66,24255.04,24255.04,0.0,48510.08,Paid,2025-09-14,4527.61,ACC-5334,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Mitra-Pandit,244VUDQHIBMQ1ZR,INV-00927,2025-02-18,Payable,319277.39,251643.77,0.0,0.0,70460.26,70460.26,Unpaid,2025-03-16,3221.04,ACC-7250,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Shankar, Wali and Upadhyay",24CUEOBQT0D94ZO,INV-00928,2025-09-03,Payable,86130.11,76503.41,0.0,0.0,9180.41,9180.41,Partial,2025-09-12,856.84,ACC-6472,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Acharya, Ben and Mitra",07DJ7O9X66D74ZD,INV-00929,2024-10-18,Receivable,462245.97,404653.74,0.0,0.0,48558.45,48558.45,Paid,2024-10-21,4532.12,ACC-3926,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Karpe, Mani and Bakshi",09YTXZA43HOL1ZQ,INV-00930,2025-06-26,Receivable,141573.45,122371.32,0.0,0.0,22026.84,22026.84,Partial,2025-07-26,1443.98,ACC-3336,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Rajan, Gola and Zachariah",09Z71UF09UYG1ZH,INV-00931,2025-09-13,Receivable,35717.46,32150.04,0.0,0.0,3858.0,3858.0,Paid,2025-09-27,360.08,ACC-1304,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Madan, Sama and Maharaj",29HKCQWB00N12ZV,INV-00932,2025-04-10,Payable,90003.71,85425.44,0.0,0.0,4271.27,4271.27,Paid,2025-04-25,896.97,ACC-6967,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Narain-Munshi,09NGBG4PDFCO2ZH,INV-00933,2025-08-25,Payable,476802.49,408173.78,36735.64,36735.64,0.0,73471.28,Partial,2025-09-24,4816.45,ACC-5362,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Bera-Chandran,09F9TU8PV2KJ1ZX,INV-00934,2024-09-11,Receivable,125633.28,106172.13,9555.49,9555.49,0.0,19110.98,Partial,2024-09-13,1252.83,ACC-5094,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Gour Group,19QDU2EB0T4U2ZU,INV-00935,2025-06-25,Receivable,403962.37,359100.0,0.0,0.0,43092.0,43092.0,Paid,2025-06-30,4021.92,ACC-5811,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Baria, Borah and Sule",19G52IB4TCTD4ZR,INV-00936,2024-10-18,Receivable,160265.06,137232.53,0.0,0.0,24701.86,24701.86,Paid,2024-11-15,1619.34,ACC-6051,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Nigam, Bali and Sridhar",29BR4F2ZDFPP4ZR,INV-00937,2024-10-12,Receivable,430331.62,371493.14,33434.39,33434.39,0.0,66868.77,Paid,2024-11-04,4383.62,ACC-7961,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Bal-Dutta,29Y9MBAAXA3B2ZF,INV-00938,2025-09-23,Payable,388528.97,373677.04,0.0,0.0,18683.85,18683.85,Partial,2025-10-11,3923.61,ACC-8202,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Nadkarni, Dora and Kadakia",24G8D2TN20VZ2ZK,INV-00939,2025-03-14,Receivable,405095.26,339367.49,30543.08,30543.08,0.0,61086.15,Partial,2025-03-15,4004.54,ACC-4982,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Chhabra PLC,07FTFYTKS1F32ZQ,INV-00940,2025-07-16,Receivable,474590.53,396271.83,35664.46,35664.46,0.0,71328.93,Partial,2025-08-03,4676.01,ACC-3406,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Mallick LLC,09BPAVAJIMMN4ZI,INV-00941,2025-05-30,Receivable,105224.97,83479.72,0.0,0.0,23374.32,23374.32,Unpaid,2025-06-07,1068.54,ACC-9483,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Sibal-Borah,29O2S9NBLGU04ZW,INV-00942,2024-09-21,Receivable,330336.97,316258.29,7906.45,7906.45,0.0,15812.91,Unpaid,2024-09-26,3320.71,ACC-4237,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Bora, Lata and Tara",29IVWQM912844ZF,INV-00943,2024-11-04,Payable,50007.21,41612.11,0.0,0.0,7490.18,7490.18,Unpaid,2024-11-06,491.02,ACC-7244,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Narayan LLC,275JT660J08X4ZP,INV-00944,2025-05-14,Receivable,492479.49,441422.45,0.0,0.0,52970.69,52970.69,Partial,2025-06-08,4943.93,ACC-9666,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Garg, Sami and Nadig",09ZGXOIYFOY04ZS,INV-00945,2025-07-28,Payable,397430.21,338052.64,30424.74,30424.74,0.0,60849.48,Paid,2025-08-09,3989.02,ACC-6085,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Bhatia Inc,07FIPZN0THL21ZO,INV-00946,2024-09-21,Receivable,488406.16,412798.09,37151.83,37151.83,0.0,74303.66,Partial,2024-10-20,4871.02,ACC-3853,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Bhasin Group,29M115BOIYMY2ZG,INV-00947,2025-09-09,Payable,22141.23,21399.41,534.99,534.99,0.0,1069.97,Unpaid,2025-09-15,224.69,ACC-9592,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Shenoy-Seshadri,09L25S8T6AID1ZR,INV-00948,2025-08-24,Payable,284838.38,255475.22,15328.51,15328.51,0.0,30657.03,Unpaid,2025-09-12,2861.32,ACC-3110,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Ramakrishnan, Lala and Kant",070EVZYMKX9K1ZG,INV-00949,2024-12-16,Receivable,561302.72,485168.63,0.0,0.0,87330.35,87330.35,Unpaid,2024-12-19,5724.99,ACC-8433,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Gupta-Panchal,19JLZOHFDDVS4ZZ,INV-00950,2024-11-03,Receivable,315516.77,276745.18,0.0,0.0,33209.42,33209.42,Paid,2024-11-10,3099.55,ACC-6648,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Magar-Sandal,09VV6V3V020I2ZY,INV-00976,2025-05-03,Receivable,331455.57,280894.55,25280.51,25280.51,0.0,50561.02,Unpaid,,0.0,ACC-9433,Missing in GST filing,2025-11-01 19:53:42
Char-Maharaj,09ZQG6PKISB82ZT,INV-00977,2024-10-19,Receivable,481933.54,408418.25,36757.64,36757.64,0.0,73515.29,Unpaid,,0.0,ACC-4279,Missing in GST filing,2025-11-01 19:53:42
"Jain, Gole and Lad",19TG1D9OB6KB4ZW,INV-00978,2025-03-24,Payable,281478.47,238541.08,21468.69,21468.69,0.0,42937.39,Unpaid,,0.0,ACC-2103,Missing in GST filing,2025-11-01 19:53:42
Mutti-Wable,070X450UHEH32ZK,INV-00979,2025-07-23,Receivable,99863.18,84629.81,7616.69,7616.69,0.0,15233.37,Unpaid,,0.0,ACC-3169,Missing in GST filing,2025-11-01 19:53:42
Babu-Kata,27VTX3NF27E62ZT,INV-00980,2025-07-30,Payable,572434.86,485114.29,43660.29,43660.29,0.0,87320.57,Unpaid,,0.0,ACC-1911,Missing in GST filing,2025-11-01 19:53:42
"Dubey, Swaminathan and Lall",19GMIURPV2WJ4ZM,INV-00981,2025-06-19,Payable,84134.18,71300.15,6417.02,6417.02,0.0,12834.03,Unpaid,,0.0,ACC-7062,Missing in GST filing,2025-11-01 19:53:42
"Kalita, Gokhale and Varty",09T5DXI7QODS4ZK,INV-00982,2024-11-18,Receivable,577378.33,489303.67,44037.33,44037.33,0.0,88074.66,Unpaid,,0.0,ACC-1110,Missing in GST filing,2025-11-01 19:53:42
"Palla, Randhawa and Kara",07I7REFICGXL2ZD,INV-00983,2025-05-13,Receivable,19162.07,16239.04,1461.52,1461.52,0.0,2923.03,Unpaid,,0.0,ACC-9124,Missing in GST filing,2025-11-01 19:53:42
"Khatri, Karan and Datta",29XC9MIDUX8F2ZT,INV-00984,2025-06-26,Payable,442102.71,374663.31,33719.7,33719.7,0.0,67439.4,Unpaid,,0.0,ACC-4248,Missing in GST filing,2025-11-01 19:53:42
Bandi-Chand,19RHBKGK9JQT1ZY,INV-00985,2025-04-09,Payable,168453.81,142757.47,12848.17,12848.17,0.0,25696.34,Unpaid,,0.0,ACC-8273,Missing in GST filing,2025-11-01 19:53:42
"Sethi, Anand and Rastogi",248OEI975YQL4ZC,INV-00986,2025-07-20,Payable,466512.43,395349.52,35581.46,35581.46,0.0,71162.91,Unpaid,,0.0,ACC-6853,Missing in GST filing,2025-11-01 19:53:42
Garg PLC,27RIX5VCMGJV1ZR,INV-00987,2025-05-19,Payable,471345.18,399445.07,35950.06,35950.06,0.0,71900.11,Unpaid,,0.0,ACC-6641,Missing in GST filing,2025-11-01 19:53:42
"Viswanathan, Gupta and Mani",07TC0D6QJ2ON4ZV,INV-00988,2025-03-23,Payable,79433.88,67316.85,6058.52,6058.52,0.0,12117.03,Unpaid,,0.0,ACC-9059,Missing in GST filing,2025-11-01 19:53:42
Singh-Vig,09AKV62ZLLT91ZT,INV-00989,2025-08-31,Payable,545547.64,462328.51,41609.57,41609.57,0.0,83219.13,Unpaid,,0.0,ACC-3919,Missing in GST filing,2025-11-01 19:53:42
Shankar Inc,272AHN110BS64ZR,INV-00990,2025-01-21,Payable,242698.51,205676.7,18510.9,18510.9,0.0,37021.81,Unpaid,,0.0,ACC-8287,Missing in GST filing,2025-11-01 19:53:42
"Gara, Seth and Sodhi",19TFLVM8NYZH1ZX,INV-00991,2025-09-05,Receivable,148677.27,125997.69,11339.79,11339.79,0.0,22679.58,Unpaid,,0.0,ACC-3165,Missing in GST filing,2025-11-01 19:53:42
"Sandhu, Kale and Narang",29BG9K4SSB1P1ZQ,INV-00992,2025-07-07,Receivable,428008.16,362718.78,32644.69,32644.69,0.0,65289.38,Unpaid,,0.0,ACC-1697,Missing in GST filing,2025-11-01 19:53:42
"Jani, Pingle and Bala",19G9ZVWT0Y5K1ZC,INV-00993,2025-08-15,Payable,64922.42,55019.0,4951.71,4951.71,0.0,9903.42,Unpaid,,0.0,ACC-7386,Missing in GST filing,2025-11-01 19:53:42
Kala-Tank,09DMJMBFOGEV2ZB,INV-00994,2025-04-21,Payable,182524.31,154681.62,13921.34,13921.34,0.0,27842.69,Unpaid,,0.0,ACC-3404,Missing in GST filing,2025-11-01 19:53:42
"Edwin, Bains and Modi",27LVQARJZK081ZR,INV-00995,2025-08-14,Payable,404337.73,342659.09,30839.32,30839.32,0.0,61678.64,Unpaid,,0.0,ACC-4222,Missing in GST filing,2025-11-01 19:53:42
Khalsa-Barad,27PCOCWMIJ5R2ZN,INV-00996,2025-03-28,Payable,88278.82,74812.56,6733.13,6733.13,0.0,13466.26,Unpaid,,0.0,ACC-5066,Missing in GST filing,2025-11-01 19:53:42
Mody LLC,07ZU7N9EN0KE2ZR,INV-00997,2024-09-04,Payable,536352.27,454535.82,40908.22,40908.22,0.0,81816.45,Unpaid,,0.0,ACC-7361,Missing in GST filing,2025-11-01 19:53:42
Sabharwal-Dhaliwal,19OL3OBOPAB04ZC,INV-00998,2025-04-08,Receivable,385883.46,327019.88,29431.79,29431.79,0.0,58863.58,Unpaid,,0.0,ACC-1131,Missing in GST filing,2025-11-01 19:53:42
Johal-Ghose,19TE4VV9C0XF1ZA,INV-00999,2025-02-21,Payable,363524.87,308071.92,27726.47,27726.47,0.0,55452.95,Unpaid,,0.0,ACC-4277,Missing in GST filing,2025-11-01 19:53:42
Iyer Ltd,091UZN4U38BW4ZN,INV-01000,2025-04-26,Receivable,36661.4,31068.98,2796.21,2796.21,0.0,5592.42,Unpaid,,0.0,ACC-9077,Missing in GST filing,2025-11-01 19:53:42
